LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
209,2911,100718,Primary,33,31,35,30.6,26.4,23.0,21,"£47,856"
209,3301,100719,Primary,15,13,8,12.3,9.1,5.5,19,"£44,751"
209,3315,100720,Primary,11,10,3,9.0,6.4,2.6,16.3,"£50,895"
209,3344,100722,Primary,10,13,5,10.0,11.3,4.1,21.6,"£49,877"
209,3360,100723,Primary,12,11,4,11.0,7.2,3.9,16.4,"£45,435"
209,3374,100724,Primary,15,7,6,13.6,5.1,5.0,16.5,"£45,893"
209,3416,100725,Primary,13,12,5,10.3,8.5,2.9,20.8,"£55,220"
209,3420,100726,Primary,21,29,5,18.4,16.8,4.9,20.3,"£48,712"
209,3454,100727,Primary,11,11,5,10.2,8.3,4.4,18.8,"£46,296"
209,3472,100728,Primary,10,10,6,9.2,6.9,4.8,21.5,"£42,340"
209,3478,100729,Primary,10,11,4,7.9,8.6,3.9,25.4,"£65,583"
209,3518,100730,Primary,11,12,7,10.8,7.8,5.2,21.5,"£46,307"
209,3548,100731,Primary,12,9,6,10.7,5.2,4.0,16.5,"£48,846"
209,3588,100732,Primary,21,18,4,16.1,12.5,3.7,18.6,"£46,271"
209,3594,100733,Primary,16,7,8,13.8,4.8,4.9,15.8,"£44,725"
209,3597,100734,Primary,23,15,4,10.9,7.0,3.7,19.3,"£45,342"
209,3650,100737,Primary,15,16,4,9.1,6.7,2.1,23.6,"£59,356"
209,3661,100739,Primary,13,13,6,9.8,7.7,4.1,24.2,"£48,103"
209,4047,100740,Secondary,67,17,25,65.0,14.3,24.5,13.6,"£51,761"
209,4204,100741,Secondary,94,15,33,89.0,11.6,27.5,16.3,"£49,604"
209,4249,100742,Secondary,65,22,25,62.8,20.6,21.3,13.7,"£47,080"
209,4289,100745,Secondary,73,14,36,70.1,13.5,36.0,16.9,"£44,530"
209,4323,100747,All-through,78,30,30,72.7,26.4,27.8,16.8,"£49,454"
209,4600,100748,Secondary,42,10,13,40.7,7.3,12.2,14.4,"£53,738"
209,4636,100749,All-through,55,29,14,54.5,25.1,12.8,18.4,"£46,870"
209,4646,100750,Secondary,61,7,28,57.8,7.0,23.9,15.8,"£52,740"
209,4802,100752,Secondary,47,18,19,46.5,14.6,15.6,19.2,"£46,382"
209,7038,100760,Not applicable,29,40,5,26.8,37.1,4.7,5.8,"£55,463"
209,7141,100763,Not applicable,20,15,4,18.8,13.4,4.0,4.3,"£59,037"
209,7180,100765,Not applicable,24,48,5,22.0,41.1,4.6,6.4,"£47,186"
209,7182,100766,Not applicable,23,66,12,19.2,58.6,10.4,7.3,"£53,355"
210,2003,100774,Primary,24,19,7,22.5,16.2,7.0,18.7,"£42,380"
210,2038,100775,Primary,14,12,9,10.8,9.1,4.3,19.4,"£41,554"
210,2085,100780,Primary,23,19,11,20.5,15.7,8.5,18.7,"£51,102"
210,2116,100782,Primary,16,22,9,15.0,17.0,7.2,19.1,"£50,544"
210,2123,100783,Primary,13,5,10,11.4,3.9,6.6,20.8,"£51,110"
210,2138,100784,Primary,11,13,6,9.8,9.2,4.1,21.5,"£42,440"
210,2142,100785,Primary,24,37,5,23.8,31.6,4.9,19.9,"£46,688"
210,2161,100786,Primary,24,24,6,20.8,19.1,6.0,15.9,"£42,930"
210,2257,100790,Primary,45,28,11,36.2,19.5,8.0,16.4,"£50,749"
210,2263,100791,Primary,20,14,17,19.0,9.8,9.5,19.3,"£46,497"
210,2293,100793,Primary,26,13,9,22.8,9.9,8.5,17.3,"£49,331"
210,2308,100794,Primary,10,8,5,9.5,7.1,3.7,18.8,"£53,088"
210,2323,100795,Primary,22,23,5,22.0,20.1,5.0,14.3,"£46,384"
210,2328,100796,Primary,36,21,26,31.3,15.5,17.0,15.8,"£47,017"
210,2339,100798,Primary,35,39,15,29.4,26.5,10.8,16.4,"£53,949"
210,2351,100800,Primary,17,28,6,16.7,19.6,6.0,19.8,"£47,321"
210,2365,100801,Primary,20,19,11,19.9,12.6,7.0,16.9,"£44,914"
210,2392,100802,Primary,27,14,6,21.5,11.8,6.0,19.4,"£53,801"
210,2411,100803,Primary,22,29,4,19.5,21.9,3.0,21.9,"£45,472"
210,2514,100808,Primary,23,22,1,21.7,11.2,1.0,13.5,"£49,192"
210,2516,100809,Primary,13,15,6,12.4,9.6,5.1,16.2,"£51,602"
210,2526,100810,Primary,23,33,9,21.9,25.3,8.7,17.1,"£50,025"
210,2560,100811,Primary,13,17,8,12.6,15.1,8.0,15.8,"£46,840"
210,2562,100812,Primary,25,25,9,24.0,20.5,8.3,18,"£46,104"
210,2607,100813,Primary,14,11,4,13.2,10.0,3.8,14.1,"£48,971"
210,2609,100814,Primary,13,14,5,11.0,7.9,4.9,15.6,"£44,977"
210,2621,100815,Primary,9,5,2,9.0,3.8,2.0,13.7,"£45,228"
210,5207,100816,Primary,14,11,8,13.7,7.8,6.1,14.2,"£47,634"
210,2848,100817,Primary,34,35,7,32.3,32.2,7.0,19.5,"£41,308"
210,2852,100818,Primary,13,9,7,10.2,7.9,5.4,20.2,"£56,058"
210,2853,100819,Primary,21,34,13,20.4,23.5,10.8,18.9,"£49,168"
210,2855,100821,Primary,19,31,10,16.1,22.7,8.4,22.8,"£51,706"
210,3313,100822,Primary,10,16,4,8.6,9.4,3.2,23.7,"£48,151"
210,3337,100823,Primary,16,15,3,13.2,11.4,2.7,20.3,"£43,229"
210,3341,100824,Primary,14,11,7,14.0,8.6,4.6,22,"£47,890"
210,3399,100825,Primary,13,21,4,11.3,13.4,3.8,18.9,"£41,100"
210,3435,100826,Primary,21,14,9,20.1,10.2,7.6,18.9,"£49,142"
210,3445,100827,Primary,10,8,2,8.7,6.3,2.0,16.9,"£47,298"
210,3447,100828,Primary,9,8,7,9.0,6.1,6.5,21.6,"£45,641"
210,3452,100829,Primary,42,30,6,38.9,24.5,5.1,12.7,"£33,209"
210,3460,100830,Primary,23,15,4,22.0,12.7,4.0,16.8,"£47,502"
210,3468,100831,Primary,9,13,4,8.3,9.8,3.3,17.3,"£45,700"
210,3475,100832,Primary,20,27,8,18.4,17.0,5.5,18.5,"£42,129"
210,3476,100833,Primary,12,13,3,12.0,10.7,2.7,18.6,"£47,335"
210,3484,100834,Primary,12,14,6,11.6,7.3,4.0,18.6,"£51,383"
210,3492,100835,Primary,8,5,2,7.0,5.0,1.7,13.4,"£40,157"
210,3508,100836,Primary,8,11,3,8.0,6.5,2.5,17.8,"£43,849"
210,3516,100837,Primary,11,12,5,10.6,9.1,3.9,15.3,"£43,754"
210,3586,100839,Primary,8,12,8,8.0,10.7,3.9,23.6,"£47,518"
210,3593,100840,Primary,14,9,4,12.2,6.8,3.6,18,"£50,586"
210,3669,100841,Primary,13,14,7,10.4,10.3,6.6,21.2,"£38,321"
210,4680,100849,Secondary,56,7,23,52.6,5.8,20.4,14.4,"£49,195"
210,5200,100851,Primary,14,15,4,11.0,13.7,3.9,21.9,"£61,306"
210,5201,100852,Primary,25,15,5,22.2,11.0,3.3,18.2,"£47,663"
210,5203,100853,Primary,14,12,3,9.8,8.8,2.4,23.2,"£72,222"
210,5204,100854,Primary,9,11,1,6.9,7.7,1.0,22.8,"£60,520"
210,5205,100855,Primary,12,24,4,11.4,12.0,3.8,16.2,"£56,048"
210,5402,100857,Secondary,78,6,14,75.9,6.0,12.6,13.6,"£51,600"
210,5404,100859,Secondary,45,12,16,43.4,11.6,15.7,13.2,"£54,785"
210,7007,100872,Not applicable,24,26,8,22.8,22.8,5.9,6.4,"£48,748"
210,7126,100878,Not applicable,8,20,3,8.0,17.8,3.0,8.1,"£56,410"
210,7167,100879,Not applicable,8,4,4,8.0,3.4,4.0,4.3,"£53,994"
210,7174,100880,Not applicable,15,31,3,13.3,26.5,2.3,6.5,"£56,243"
210,7186,100881,Not applicable,17,31,2,15.0,23.0,2.0,5.3,"£47,537"
211,2043,100890,Primary,36,48,13,36.0,37.8,11.7,16,"£50,804"
211,2056,100891,Primary,43,57,16,43.0,39.9,15.2,19.6,"£52,131"
211,2059,100892,Primary,29,34,4,27.9,24.9,3.6,14.8,"£46,484"
211,2091,100893,Primary,13,20,5,12.0,13.7,3.5,17.4,"£48,317"
211,2097,100894,Primary,29,33,14,26.4,25.2,12.5,20,"£50,124"
211,2099,100895,Primary,26,23,10,22.3,16.4,5.5,15.5,"£47,051"
211,2110,100896,Primary,20,29,10,18.6,18.2,8.5,17.8,"£47,190"
211,2118,100897,Primary,26,29,9,23.1,18.7,7.7,19,"£49,310"
211,2144,100898,Primary,25,18,5,22.5,12.9,4.6,15.6,"£51,962"
211,2147,100900,Primary,26,31,10,25.6,23.7,10.0,17.5,"£50,167"
211,2254,100902,Primary,25,26,13,22.8,18.3,10.8,15.8,"£56,776"
211,2270,100903,Primary,13,14,7,12.4,9.1,6.2,17,"£52,906"
211,2281,100904,Primary,19,23,8,16.9,15.0,7.2,18.1,"£46,287"
211,2341,100906,Primary,23,22,9,21.1,19.3,7.0,20.3,"£47,318"
211,2377,100907,Primary,13,13,8,12.4,9.8,6.3,17.5,"£46,359"
211,2378,100908,Primary,12,26,2,12.0,18.9,2.0,19.2,"£47,697"
211,2397,100911,Primary,28,25,12,26.0,19.8,8.0,16.9,"£46,234"
211,2402,100912,Primary,35,25,13,30.9,21.5,11.4,21.3,"£51,547"
211,2406,100913,Primary,24,25,5,21.3,20.4,4.4,17.3,"£47,522"
211,2432,100914,Primary,13,25,5,11.5,12.4,4.6,17.9,"£46,271"
211,2441,100915,Primary,15,17,17,15.0,12.7,11.6,21.3,"£49,876"
211,2446,100916,Primary,28,21,14,24.7,19.1,7.8,18.8,"£49,163"
211,2499,100917,Primary,45,38,19,42.4,28.1,15.2,18.9,"£49,749"
211,2533,100920,Primary,49,31,13,46.2,26.2,11.8,15.4,"£44,064"
211,2569,100923,Primary,21,12,8,19.7,9.4,5.9,13.7,"£51,577"
211,2623,100926,Primary,12,10,2,11.2,9.4,1.8,18.8,"£43,997"
211,2631,100927,Primary,23,22,8,22.2,19.7,8.0,18.8,"£46,810"
211,2658,100928,Primary,40,17,10,35.6,15.1,8.5,17.4,"£46,458"
211,2828,100930,Primary,26,21,9,23.8,18.5,7.9,17.8,"£50,402"
211,2857,100931,Primary,13,17,8,12.2,13.5,5.6,19.4,"£47,819"
211,2893,100932,Primary,17,16,6,14.7,13.9,6.0,20.1,"£47,357"
211,2908,100934,Primary,23,28,27,22.1,24.5,6.5,19.7,"£49,206"
211,2909,100935,Primary,10,10,5,9.2,8.7,4.4,11.4,"£51,851"
211,2910,100936,Primary,17,15,10,16.5,12.0,6.1,16.9,"£48,904"
211,2912,100937,Primary,23,33,16,20.1,20.5,13.9,18.9,"£51,774"
211,2916,100938,Primary,14,14,6,12.4,11.2,5.1,16.8,"£48,448"
211,2917,100939,Primary,36,40,12,30.7,34.8,10.9,14.8,"£44,769"
211,2918,100940,Primary,11,13,7,10.6,9.5,6.7,20,"£58,579"
211,2921,100943,Primary,15,11,7,12.7,6.4,5.5,13.7,"£48,895"
211,3332,100944,Primary,17,13,6,14.9,9.0,5.0,12.7,"£43,255"
211,3350,100946,Primary,10,11,2,8.8,8.6,2.0,18.6,"£49,270"
211,3397,100949,Primary,10,11,5,9.6,7.7,4.5,20.6,"£47,547"
211,3411,100950,Primary,21,17,4,20.0,14.7,4.0,14,"£51,501"
211,3431,100951,Primary,12,17,4,11.1,14.2,4.0,20.1,"£45,535"
211,3462,100953,Primary,12,10,5,10.0,8.1,3.4,15.2,"£48,864"
211,3497,100954,Primary,26,25,5,24.9,22.2,4.5,16.6,"£42,535"
211,3540,100956,Primary,11,13,5,9.0,9.3,3.7,10.7,"£52,432"
211,3563,100958,Primary,13,7,4,11.6,6.1,4.0,15.8,"£47,009"
211,3574,100959,Primary,14,16,3,10.2,11.6,2.5,22.5,"£50,198"
211,3581,100960,Primary,14,11,7,12.8,9.4,5.8,17.9,"£45,497"
211,3592,100961,Primary,13,11,6,13.0,8.9,5.3,17.9,"£44,189"
211,3619,100962,Primary,12,9,6,10.6,7.4,4.4,18.8,"£51,766"
211,4024,100965,Secondary,84,46,30,81.8,40.3,28.3,15.1,"£52,076"
211,4105,100966,Secondary,63,24,25,62.1,19.5,23.2,16.7,"£52,357"
211,4150,100967,Secondary,115,45,49,109.1,38.5,44.0,13.9,"£51,066"
211,4296,100972,Secondary,69,22,31,63.8,17.2,30.2,14,"£47,642"
211,4297,100973,Secondary,89,24,29,84.1,21.5,28.1,15.2,"£53,329"
211,4505,100974,Secondary,87,37,34,84.0,33.0,33.1,14.5,"£50,046"
211,4507,100975,Secondary,122,28,39,107.2,25.6,36.2,14.3,"£51,544"
211,4722,100977,Secondary,108,31,37,101.6,23.3,35.0,14.2,"£50,440"
211,4726,100978,Secondary,112,20,36,106.0,18.6,33.5,9.1,"£50,184"
211,7084,100986,Not applicable,17,12,26,16.4,11.5,24.0,2.3,"£41,952"
211,7095,100987,Not applicable,76,194,20,72.3,168.8,18.7,6,"£46,622"
211,7168,100989,Not applicable,19,41,3,18.2,35.0,3.0,5.5,"£61,431"
212,2004,100995,Primary,21,14,6,19.7,12.5,5.8,16.1,"£47,056"
212,2010,100996,Primary,23,24,7,21.0,18.5,5.7,18.8,"£46,719"
212,2034,100997,Primary,25,18,4,20.5,11.4,3.7,17.4,"£49,561"
212,2064,101001,Primary,20,45,14,17.7,20.7,4.9,18.2,"£45,750"
212,2067,101002,Primary,17,10,11,16.6,8.6,9.4,15.5,"£49,079"
212,2180,101005,Primary,27,17,8,22.6,13.6,6.9,19.7,"£49,268"
212,2211,101006,Primary,14,7,7,13.8,5.4,5.8,14.2,"£47,846"
212,2217,101007,Primary,20,19,7,18.8,13.4,6.0,19.3,"£46,773"
212,2237,101009,Primary,23,29,8,20.2,22.7,6.9,19.6,"£49,387"
212,5204,101011,Primary,26,19,6,17.9,15.7,2.7,19.4,"£46,400"
212,5203,101012,Primary,20,21,8,15.8,16.7,4.2,19.6,"£45,847"
212,2314,101013,Primary,22,19,7,20.8,15.1,6.0,18.6,"£50,186"
212,2334,101014,Primary,15,14,5,14.6,11.0,4.9,14.7,"£43,181"
212,2467,101016,Primary,38,34,16,32.9,23.2,12.9,18.8,"£45,374"
212,2511,101018,Primary,30,23,6,28.4,18.7,4.4,13.7,"£43,635"
212,2541,101019,Primary,23,20,15,21.2,13.7,10.1,16.8,"£42,410"
212,2545,101020,Primary,21,28,8,20.0,16.7,6.4,18.1,"£46,664"
212,2558,101021,Primary,22,24,9,20.6,20.9,8.6,13.3,"£48,158"
212,2584,101022,Primary,26,26,6,24.6,21.4,4.8,15,"£44,469"
212,2633,101024,Primary,18,15,4,15.3,11.9,3.3,14.5,"£49,496"
212,2774,101026,Primary,22,17,8,21.8,14.9,6.2,19.1,"£44,890"
212,2780,101027,Primary,28,27,11,26.6,23.9,9.3,13.7,"£46,732"
212,2781,101028,Primary,26,26,12,25.0,22.9,10.5,16.1,"£47,497"
212,2786,101029,Primary,23,11,13,20.7,8.1,9.5,13.6,"£45,955"
212,2807,101031,Primary,15,14,7,15.0,11.3,6.8,15.8,"£44,687"
212,5205,101032,Primary,25,14,10,22.6,11.3,7.5,17.5,"£42,111"
212,3304,101034,Primary,13,13,4,12.1,10.4,3.1,17,"£44,450"
212,3320,101035,Primary,13,13,4,11.6,10.5,3.1,13.4,"£43,987"
212,3376,101036,Primary,11,4,4,9.0,2.9,3.5,22.8,"£45,788"
212,3387,101037,Primary,15,9,2,12.0,6.9,2.0,17,"£47,383"
212,3390,101038,Primary,12,10,5,11.2,6.5,4.4,16.8,"£48,329"
212,3408,101041,Primary,12,8,5,11.4,7.2,4.7,14.9,"£47,345"
212,3422,101042,Primary,24,24,7,18.8,16.3,5.8,17,"£42,852"
212,3434,101043,Primary,13,14,4,11.2,7.2,3.1,14.6,"£47,580"
212,3444,101044,Primary,17,10,5,15.0,9.7,3.5,14.8,"£46,148"
212,3486,101045,Primary,12,9,4,11.6,6.3,4.0,16.3,"£47,105"
212,3524,101046,Primary,12,9,5,10.6,6.7,3.0,20.3,"£54,009"
212,3525,101047,Primary,9,11,7,9.0,8.7,4.6,14.3,"£45,633"
212,3528,101048,Primary,13,14,7,12.2,8.8,4.2,15.2,"£49,221"
212,3550,101049,Primary,25,23,6,21.0,17.7,5.0,19.9,"£45,224"
212,3629,101050,Primary,27,28,7,23.3,16.6,6.4,17.3,"£49,038"
212,3636,101051,Primary,13,13,7,11.3,9.3,5.0,19.9,"£50,102"
212,3644,101052,Primary,10,15,4,8.2,8.9,3.2,25.4,"£50,912"
212,4297,101053,Secondary,75,17,18,73.0,15.8,15.0,13.8,"£47,371"
212,5201,101057,Primary,47,55,14,44.9,42.6,12.2,15.4,"£46,205"
212,7068,101094,Not applicable,26,37,14,21.0,27.9,11.7,3.6,"£46,038"
212,7077,101095,Not applicable,18,61,23,16.8,60.5,23.0,3.6,"£39,518"
212,7123,101099,Not applicable,10,33,8,10.0,23.2,7.0,5.3,"£42,692"
212,7183,101102,Not applicable,40,118,13,38.5,95.1,10.8,5.6,"£46,050"
212,7207,101103,Not applicable,21,32,12,20.6,29.2,11.1,10.2,"£56,685"
213,2032,101107,Primary,15,7,3,15.0,5.2,2.2,14.7,"£45,111"
213,2189,101110,Primary,21,12,7,19.7,10.2,5.0,16.5,"£48,225"
213,2208,101111,Primary,18,20,4,17.2,18.1,4.0,21.5,"£48,095"
213,2778,101115,Primary,23,13,2,20.8,12.6,2.0,13.8,"£45,257"
213,2799,101116,Primary,20,24,13,19.0,17.4,11.3,19.3,"£49,182"
213,2816,101117,Primary,11,3,3,9.4,2.9,3.0,19.3,"£58,176"
213,2844,101120,Primary,20,13,3,20.0,12.8,3.0,15.3,"£47,828"
213,3306,101121,Primary,14,6,5,12.9,3.8,3.4,15.5,"£48,663"
213,3316,101122,Primary,11,8,5,9.3,5.5,4.9,15.6,"£49,927"
213,3351,101123,Primary,13,10,3,11.6,7.4,2.7,19.1,"£45,446"
213,3381,101124,Primary,11,10,6,9.0,8.2,5.1,20.5,"£51,107"
213,3414,101125,Primary,14,9,4,13.7,6.2,4.0,16.3,"£42,867"
213,3418,101126,Primary,9,4,2,9.0,3.8,2.0,14.9,"£44,527"
213,3424,101127,Primary,14,7,3,13.2,6.7,3.0,16.1,"£44,623"
213,3432,101128,Primary,11,10,5,10.8,6.9,4.9,22.8,"£46,509"
213,3440,101129,Primary,10,9,2,9.2,8.3,2.0,19.1,"£47,282"
213,3446,101130,Primary,10,6,1,8.8,5.8,1.0,14.2,"£45,736"
213,3451,101131,Primary,9,11,4,8.7,9.1,3.3,15.8,"£54,795"
213,3453,101132,Primary,11,3,2,9.9,2.1,1.4,18.7,"£44,745"
213,3473,101133,Primary,18,12,6,15.5,9.4,5.0,17.6,"£49,425"
213,3496,101134,Primary,10,3,2,10.0,2.5,1.9,17.3,"£49,487"
213,3511,101135,Primary,10,6,9,10.0,5.4,4.8,18,"£48,526"
213,3520,101136,Primary,12,9,4,11.6,6.2,4.0,14.5,"£44,620"
213,3532,101137,Primary,13,12,6,12.6,8.9,5.2,18.3,"£51,644"
213,3539,101138,Primary,12,9,2,12.0,8.5,2.0,15,"£48,257"
213,3580,101139,Primary,14,10,3,13.0,7.5,3.0,14.5,"£47,291"
213,3582,101140,Primary,17,7,2,17.0,5.6,1.8,17.2,"£43,405"
213,3590,101141,Primary,14,15,5,12.0,12.2,4.5,17.3,"£46,322"
213,3598,101142,Primary,11,7,2,10.0,5.1,1.6,13.6,"£43,210"
213,3610,101143,Primary,13,14,10,12.1,9.0,5.4,19.1,"£46,647"
213,3611,101144,Primary,15,11,2,12.4,8.4,1.6,13.7,"£45,509"
213,3623,101146,Primary,9,11,3,7.8,8.4,1.4,20.1,"£45,131"
213,3653,101147,Primary,14,10,7,11.6,5.8,4.1,17.9,"£48,856"
213,4723,101154,Secondary,81,22,32,77.6,19.8,29.7,13.2,"£44,143"
213,7042,101182,Not applicable,16,26,7,15.6,23.5,6.4,6.7,"£49,199"
213,7184,101184,Not applicable,26,31,5,22.7,26.6,4.8,3.3,"£49,427"
301,2005,101188,Primary,17,22,5,16.0,13.7,5.0,18,"£53,700"
301,2009,101192,Primary,32,20,8,28.9,16.4,7.5,20.7,"£47,189"
301,2010,101193,Primary,60,65,17,57.2,40.8,14.6,20.1,"£53,420"
301,2013,101196,Primary,44,29,12,42.3,23.8,11.3,18.9,"£46,436"
301,2015,101198,Primary,62,27,24,54.7,22.6,21.7,16.2,"£48,514"
301,2024,101202,Primary,38,20,12,32.6,11.9,10.1,18.1,"£49,147"
301,2030,101203,Primary,25,20,6,21.3,14.9,5.2,22.4,"£47,593"
301,2033,101206,Primary,50,40,15,44.0,26.5,12.5,20.1,"£50,430"
301,2043,101211,Primary,19,23,3,18.4,13.6,2.3,19.6,"£48,285"
301,2047,101212,Primary,43,32,14,41.0,26.8,10.7,19.4,"£44,288"
301,2052,101216,Primary,21,11,6,20.6,8.5,5.8,20.2,"£57,398"
301,2055,101219,Primary,26,17,10,25.0,8.4,8.9,21.2,"£56,608"
301,2056,101220,Primary,22,19,9,22.0,17.3,7.1,18.3,"£46,103"
301,2059,101222,Primary,52,57,18,47.5,48.5,16.2,20.9,"£50,101"
301,2060,101223,Primary,18,19,6,13.8,13.3,4.2,20.7,"£49,359"
301,2061,101224,Primary,33,29,12,31.8,25.7,10.8,19.2,"£49,906"
301,2063,101226,Primary,48,59,16,47.0,51.4,15.3,21,"£48,868"
301,2064,101227,Primary,26,22,10,24.0,16.4,9.4,19.8,"£50,300"
301,2065,101228,Primary,27,24,8,23.7,19.8,6.2,17.7,"£52,143"
301,2066,101229,Primary,21,19,11,21.0,16.9,10.1,21,"£46,637"
301,2067,101230,Primary,68,56,20,62.6,40.9,17.5,18.4,"£48,118"
301,2068,101231,Primary,21,15,12,18.8,10.0,9.0,23.4,"£53,695"
301,2069,101232,Primary,36,43,9,33.9,32.6,7.9,16.9,"£48,105"
301,3301,101234,Primary,18,21,5,16.3,12.6,3.7,20.9,"£49,695"
301,3503,101237,Primary,24,26,4,21.0,16.2,3.9,18.5,"£49,147"
301,3506,101239,Primary,13,18,4,11.4,10.1,3.4,19.1,"£47,860"
301,4021,101241,Secondary,136,12,50,130.6,10.9,44.9,16.8,"£50,876"
301,4023,101243,All-through,84,21,29,79.9,19.1,27.9,13.8,"£53,437"
301,4024,101244,All-through,137,44,36,130.2,36.0,33.0,15.6,"£50,405"
301,4027,101245,Secondary,165,23,36,157.0,19.0,33.8,14.7,"£49,718"
301,4703,101247,Secondary,94,22,25,89.8,19.9,23.9,16.1,"£50,764"
302,2002,101258,Primary,24,23,5,22.4,20.4,4.6,19.6,"£40,210"
302,2003,101259,Primary,18,20,13,17.3,16.0,7.1,22.1,"£41,578"
302,2007,101262,Primary,15,21,6,13.8,11.2,4.2,26.1,"£46,280"
302,2008,101263,Primary,19,23,2,14.0,17.7,1.9,21.8,"£42,449"
302,2009,101264,Primary,26,14,11,23.2,13.6,10.2,19.1,"£47,510"
302,2011,101266,Primary,13,13,3,10.4,8.7,2.4,20.4,"£54,475"
302,2014,101269,Primary,35,28,11,33.3,25.4,10.7,19.9,"£41,527"
302,2015,101270,Primary,17,23,3,14.7,18.3,2.9,16,"£46,544"
302,2016,101271,Primary,13,7,3,10.9,6.0,2.4,19.4,"£46,350"
302,2017,101272,Primary,21,25,4,16.7,15.7,3.2,24.4,"£42,814"
302,2019,101274,Primary,18,20,7,14.5,10.8,5.6,16.6,"£43,466"
302,2021,101275,Primary,28,34,20,23.1,25.6,13.7,20.6,"£46,786"
302,2023,101277,Primary,27,34,12,24.1,26.5,9.8,21.6,"£44,967"
302,2024,101278,Primary,15,23,7,13.2,16.8,4.6,18.1,"£45,965"
302,2025,101279,Primary,21,12,8,15.0,6.8,2.5,20.9,"£46,006"
302,2026,101280,Primary,37,16,8,27.5,11.8,5.4,19.7,"£46,465"
302,2027,101281,Primary,18,10,2,16.7,7.6,2.0,20.8,"£42,982"
302,2028,101282,Primary,17,12,3,14.4,7.9,2.2,16,"£42,513"
302,2029,101283,Primary,23,24,8,21.8,19.6,7.8,20.4,"£48,167"
302,2031,101285,Primary,13,12,7,10.4,6.7,4.4,18.3,"£49,026"
302,2032,101286,Primary,24,19,8,21.6,12.9,7.7,21.8,"£43,268"
302,2036,101289,Primary,23,18,3,20.6,13.9,2.5,12.8,"£49,031"
302,2037,101290,Primary,20,18,7,14.4,11.3,4.1,19.8,"£47,131"
302,2042,101293,Primary,21,22,20,19.6,17.6,7.8,21.5,"£42,723"
302,2043,101294,Primary,31,20,4,27.5,14.1,3.7,16,"£44,709"
302,2044,101295,Primary,17,19,3,16.2,10.4,2.6,21.4,"£43,296"
302,2045,101296,Primary,17,24,3,15.1,16.3,2.0,15.3,"£43,389"
302,2054,101298,Primary,15,9,2,9.4,4.7,1.6,22,"£49,047"
302,2055,101299,Primary,13,11,4,11.8,9.6,2.5,18.9,"£37,536"
302,2057,101301,Primary,27,42,9,25.7,34.0,6.0,18.1,"£42,543"
302,2060,101304,Primary,30,26,8,23.6,22.3,6.4,19.2,"£42,873"
302,2067,101309,Primary,19,13,4,17.0,11.3,2.5,14,"£42,424"
302,2070,101311,Primary,15,15,4,12.0,10.6,3.6,20.1,"£43,759"
302,2071,101312,Primary,15,15,6,9.7,11.0,5.2,21.5,"£50,641"
302,2072,101313,Primary,18,25,4,15.3,17.0,3.7,20.6,"£51,503"
302,2073,101314,Primary,27,58,0,22.7,33.7,0.0,27.2,"£39,231"
302,3300,101315,Primary,9,8,2,7.0,6.6,1.7,23.7,"£43,903"
302,3302,101316,Primary,12,14,9,11.0,9.2,2.6,20.3,"£43,287"
302,3304,101317,Primary,13,13,5,11.2,8.8,4.5,18.7,"£47,942"
302,3305,101318,Primary,10,7,11,7.8,3.4,4.0,19.1,"£49,871"
302,3307,101319,Primary,15,13,6,10.3,3.6,3.6,21.6,"£49,065"
302,3309,101321,Primary,12,14,5,11.0,6.5,4.4,21.5,"£47,407"
302,3311,101323,Primary,25,18,13,20.5,9.6,8.8,22.1,"£46,962"
302,3312,101324,Primary,17,8,3,11.6,4.8,2.4,18.4,"£42,364"
302,3313,101325,Primary,11,11,4,9.4,8.2,2.7,21.2,"£43,673"
302,3314,101326,Primary,10,7,2,8.1,5.3,2.0,25.6,"£48,164"
302,3315,101327,Primary,14,9,6,10.7,5.6,2.8,19.3,"£41,920"
302,3316,101328,Primary,14,12,1,11.0,7.2,1.0,19.3,"£45,593"
302,3317,101329,Primary,14,12,7,11.5,8.1,3.6,20.5,"£46,615"
302,3500,101330,Primary,12,7,2,11.1,5.8,1.6,13.4,"£47,705"
302,3501,101331,Primary,13,7,5,11.8,5.6,2.9,18.6,"£47,790"
302,3502,101332,Primary,22,21,4,18.2,17.1,3.3,21.6,"£47,199"
302,3504,101333,Primary,24,19,7,21.2,15.9,3.9,20.6,"£43,978"
302,3506,101334,Primary,13,14,4,12.4,10.4,2.3,22.9,"£44,893"
302,3507,101335,Primary,9,7,3,7.4,4.9,2.3,23.6,"£48,643"
302,3509,101337,Primary,24,20,4,23.2,18.1,3.6,21.5,"£43,037"
302,3510,101338,Primary,20,17,5,18.0,11.2,3.8,21.9,"£41,818"
302,3511,101339,Primary,21,19,8,20.0,16.1,6.9,21.9,"£46,223"
302,3512,101340,Primary,25,17,6,20.0,10.6,5.4,19.4,"£40,702"
